,text,intent,fromloc.city_name,depart_time.time,toloc.city_name,arrive_time.time,arrive_time.period_of_day,depart_date.day_name,depart_time.period_of_day,flight_time,cost_relative,round_trip,fare_amount,depart_date.today_relative,city_name,stoploc.city_name,toloc.airport_code,depart_time.time_relative,class_type,depart_date.date_relative,airline_name,arrive_time.time_relative,depart_time.start_time,depart_time.end_time,fromloc.airport_name,toloc.state_name,depart_date.day_number,depart_date.month_name,mod,fare_basis_code,transport_type,flight_mod,arrive_date.month_name,arrive_date.day_number,meal,toloc.state_code,meal_description,return_date.month_name,return_date.day_number,airline_code,depart_time.period_mod,flight_stop,fromloc.airport_code,arrive_date.day_name,time,or,economy,flight_number,arrive_time.period_mod,flight_days,toloc.airport_name,state_code,arrive_time.start_time,arrive_time.end_time,fromloc.state_name,arrive_date.date_relative,depart_date.year,return_date.date_relative,airport_code,aircraft_code,fromloc.state_code,connect,restriction_code,airport_name,toloc.country_name,days_code,day_name,period_of_day,today_relative,stoploc.state_code,meal_code,state_name,stoploc.airport_name,arrive_date.today_relative,time_relative,return_time.period_of_day,return_time.period_mod,month_name,day_number,return_date.today_relative,return_date.day_name
3795,airports in new york,airport,,,,,,,,,,,,,new york,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3796,could you tell me about flights from philadelphia to dallas the flights should leave philadelphia in the morning,flight,philadelphia,,dallas,,,,morning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3797,what airlines fly from toronto to san diego with a stopover in denver,airline,toronto,,san diego,,,,,,,,,,,denver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3798,on november twenty third what flights are available between boston and denver on american airlines,flight,boston,,denver,,,,,,,,,,,,,,,,american airlines,,,,,,twenty third,november,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3799,show me all flights from pittsburgh to dallas,flight,pittsburgh,,dallas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3800,what flights from houston to milwaukee on friday on american airlines,flight,houston,,milwaukee,,,friday,,,,,,,,,,,,,american airlines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3801,i want an early morning flight between philadelphia and pittsburgh on tuesday morning,flight,philadelphia,,pittsburgh,,,tuesday,morning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3802,what is the cheapest round trip fare from atlanta to pittsburgh,airfare,atlanta,,pittsburgh,,,,,,cheapest,round trip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3803,what is the first flight from boston to san francisco on saturday,flight,boston,,san francisco,,,saturday,,,,,,,,,,,,,,,,,,,,,,,,first,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3804,show business class fares on us air from boston to toronto,airfare,boston,,toronto,,,,,,,,,,,,,,business class,,us air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3805,show me round trip fares from new york to miami,airfare,new york,,miami,,,,,,,round trip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3806,what is the first class fare from boston to dallas,airfare,boston,,dallas,,,,,,,,,,,,,,first class,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3807,show me all flights from san francisco to washington dc,flight,san francisco,,washington,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3808,i would like to fly united airlines from washington dc to denver colorado,flight,washington,,denver,,,,,,,,,,,,,,,,united airlines,,,,,colorado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dc,,,,,,,,,,,,,,,,,,,,
3809,are there any flights from atlanta to baltimore,flight,atlanta,,baltimore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3810,i 'd like a flight tomorrow from columbus to houston with a stopover in nashville,flight,columbus,,houston,,,,,,,,,tomorrow,,nashville,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3811,i 'd like to book the cheapest flight from atlanta to denver on august first,flight,atlanta,,denver,,,,,,cheapest,,,,,,,,,,,,,,,,first,august,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3812,show me all flights out of boston on june twentieth that have business class,flight,boston,,,,,,,,,,,,,,,,business class,,,,,,,,twentieth,june,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3813,show me prices of flights from baltimore to dallas,airfare,baltimore,,dallas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3814,what ground transportation is available in charlotte,ground_service,,,,,,,,,,,,,charlotte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3815,a breakfast flight from denver to san francisco please,flight,denver,,san francisco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,breakfast,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3816,how many stops are on all flights from boston to san francisco that depart before 12 o'clock noon,quantity,boston,,san francisco,12 o'clock noon,,,,,,,,,,,,,,,,before,,,,,,,,,,,,,,,,,,,,stops,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3817,i would like a flight from atlanta to denver,flight,atlanta,,denver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3818,are there any continental flights between dallas and boston,flight,dallas,,boston,,,,,,,,,,,,,,,,continental,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3819,while i 'm in pittsburgh what ground transportation is available,ground_service,,,,,,,,,,,,,pittsburgh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3820,next sunday flights from miami to cleveland after 1200 hours,flight,miami,1200 hours,cleveland,,,sunday,,,,,,,,,,after,,next,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3821,show me the flights from baltimore to dallas,flight,baltimore,,dallas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3822,what does fare code qx mean,abbreviation,,,,,,,,,,,,,,,,,,,,,,,,,,,,qx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3823,show me flights from miami to new york leaving on a sunday first class,flight,miami,,new york,,,sunday,,,,,,,,,,,first class,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3824,i would like to book a flight for august twenty seventh with us air from baltimore to oakland what flights do you have available,flight,baltimore,,oakland,,,,,,,,,,,,,,,,us air,,,,,,twenty seventh,august,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3825,in atlanta i would like information on ground transportation,ground_service,,,,,,,,,,,,,atlanta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3826,okay all right do you have a flight on united airlines from atlanta to washington,flight,atlanta,,washington,,,,,,,,,,,,,,,,united airlines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3827,please list the afternoon flights from charlotte to minneapolis,flight,charlotte,,minneapolis,,,,afternoon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3828,coach class flights on twa from columbus to st. paul,flight,columbus,,st. paul,,,,,,,,,,,,,,coach class,,,,,,,,,,,,,,,,,,,,,twa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3829,i want to fly from dallas to san francisco,flight,dallas,,san francisco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3830,what is the latest flight leaving boston to denver,flight,boston,,denver,,,,,,,,,,,,,,,,,,,,,,,,,,,latest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3831,do you have a flight from boston to san francisco with a stopover in fort worth dallas,flight,boston,,san francisco,,,,,,,,,,,dallas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3832,list all flights from baltimore to atlanta after noon thursday nonstop,flight,baltimore,noon,atlanta,,,thursday,,,,,,,,,,after,,,,,,,,,,,,,,,,,,,,,,,,nonstop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3833,show me all prices of first class from baltimore to dallas,airfare,baltimore,,dallas,,,,,,,,,,,,,,first class,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3834,list all day time flights from pittsburgh to boston,flight,pittsburgh,,boston,,,,,,,,,,,,,,,,,,,,,,,,,,,day time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3835,show me all the lufthansa flights between philadelphia and denver,flight,philadelphia,,denver,,,,,,,,,,,,,,,,lufthansa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3836,show me round trip fares from baltimore to philadelphia,airfare,baltimore,,philadelphia,,,,,,,round trip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3837,i would like to fly from philadelphia to dallas,flight,philadelphia,,dallas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3838,please list for me the flights on united airlines between boston and denver,flight,boston,,denver,,,,,,,,,,,,,,,,united airlines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3839,what are the flights from milwaukee to orlando on wednesday night,flight,milwaukee,,orlando,,,wednesday,night,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3840,explain restriction ap80,abbreviation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ap80,,,,,,,,,,,,,,,,,,
3841,what flights are between dfw and oakland,flight,,,oakland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dfw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3842,i want a flight from houston to memphis on tuesday morning,flight,houston,,memphis,,,tuesday,morning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3843,what is the earliest flight arriving in charlotte from st. louis on friday,flight,st. louis,,charlotte,,,,,,,,,,,,,,,,,,,,,,,,,,,earliest,,,,,,,,,,,,friday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3844,give me us air flights for next wednesday from cleveland to miami,flight,cleveland,,miami,,,wednesday,,,,,,,,,,,,next,us air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3845,show me your flights from atlanta to denver on june fourth,flight,atlanta,,denver,,,,,,,,,,,,,,,,,,,,,,fourth,june,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3846,i need information on ground transportation between airport and downtown in the city of boston,ground_service,,,city of boston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3847,show me all the prices of flights from baltimore to dallas,airfare,baltimore,,dallas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3848,round trip fares from denver to philadelphia less than 1000 dollars,airfare,denver,,philadelphia,,,,,,less,round trip,1000 dollars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3849,show me flights from baltimore to boston,flight,baltimore,,boston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3850,could you please give me information concerning american airlines a flight from washington dc to philadelphia the earliest one in the morning as possible,flight,washington,,philadelphia,,,,morning,,,,,,,,,,,,american airlines,,,,,,,,,,,earliest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dc,,,,,,,,,,,,,,,,,,,,
3851,show me all flights from baltimore or denver or pittsburgh that fly to philadelphia,flight,pittsburgh,,philadelphia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,or,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3852,does continental airlines fly from denver to san francisco,flight,denver,,san francisco,,,,,,,,,,,,,,,,continental airlines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3853,which flights on united airlines and northwest go through denver,flight,,,,,,,,,,,,,,denver,,,,,northwest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3854,are there any thrift economy flights to san francisco from boston,flight,boston,,san francisco,,,,,,,,,,,,,,thrift,,,,,,,,,,,,,,,,,,,,,,,,,,,,economy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3855,i 'd also like to see a list of the flights from pittsburgh to atlanta,flight,pittsburgh,,atlanta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3856,please tell me the type of aircraft used from atlanta to denver before 12 o'clock noon,aircraft,atlanta,12 o'clock noon,denver,,,,,,,,,,,,,before,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3857,show me flights from dallas to baltimore,flight,dallas,,baltimore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3858,give me all flights from new york city to las vegas that arrive on a sunday,flight,new york city,,las vegas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sunday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3859,ground transportation dallas,ground_service,,,,,,,,,,,,,dallas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3860,what are the evening flights flying out of dallas and going to san francisco on american airlines,flight,dallas,,san francisco,,,,evening,,,,,,,,,,,,american airlines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3861,what flights are there between nashville and st. louis which are nonstop and arrive after noon and before 8 pm,flight,nashville,,st. louis,8 pm,,,,,,,,,,,,,,,,before,,,,,,,,,,,,,,,,,,,,nonstop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3862,what economy flights are available from dallas to baltimore on july twenty fifth 1991,flight,dallas,,baltimore,,,,,,,,,,,,,,,,,,,,,,twenty fifth,july,,,,,,,,,,,,,,,,,,,economy,,,,,,,,,,1991,,,,,,,,,,,,,,,,,,,,,,,,
3863,list all daily flights between boston and oakland using american airlines,flight,boston,,oakland,,,,,,,,,,,,,,,,american airlines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,daily,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3864,what are the coach fares from la to charlotte monday morning,airfare,la,,charlotte,,,monday,morning,,,,,,,,,,coach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3865,flights from baltimore to philadelphia please,flight,baltimore,,philadelphia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3866,what types of aircraft can i get a first class ticket from philadelphia to dallas,aircraft,philadelphia,,dallas,,,,,,,,,,,,,,first class,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3867,give me the flights from memphis tennessee to charlotte north carolina,flight,memphis,,charlotte,,,,,,,,,,,,,,,,,,,,,north carolina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tennessee,,,,,,,,,,,,,,,,,,,,,,,,,,
3868,what is the price of a first class ticket from atlanta to san francisco,airfare,atlanta,,san francisco,,,,,,,,,,,,,,first class,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3869,show me all flights from boston to denver which arrive in denver wednesday before noon,flight,boston,,denver,noon,,,,,,,,,,,,,,,,before,,,,,,,,,,,,,,,,,,,,,,wednesday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3870,does continental fly from denver to san francisco,flight,denver,,san francisco,,,,,,,,,,,,,,,,continental,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3871,list flights from denver to philadelphia,flight,denver,,philadelphia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3872,please give me the flight times i would like to fly from boston to baltimore in the morning before 8,flight_time,boston,8,baltimore,,,,morning,flight times,,,,,,,,before,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3873,show me flights from pittsburgh to philadelphia,flight,pittsburgh,,philadelphia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3874,show me the flights leaving saturday or sunday from milwaukee to phoenix,flight,milwaukee,,phoenix,,,sunday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,or,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3875,cheapest round trip airfare from tacoma to orlando,airfare,tacoma,,orlando,,,,,,cheapest,round trip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3876,i need a flight on air canada from toronto to san diego with a layover in dc,flight,toronto,,san diego,,,,,,,,,,,,,,,,air canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dc,,,,,,,,,,,
3877,list daily flights from denver to baltimore,flight,denver,,baltimore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,daily,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3878,i want to fly from detroit to st. petersburg on northwest airlines and leave around 9 am tell me what aircraft are used by this flight and tell me the flight number,aircraft+flight+flight_no,detroit,9 am,st. petersburg,,,,,,,,,,,,,around,,,northwest airlines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3879,which cities does united airlines service,city,,,,,,,,,,,,,,,,,,,united airlines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3880,what flights are there from dallas to pittsburgh on monday morning,flight,dallas,,pittsburgh,,,monday,morning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3881,are there any flights from denver to atlanta with stops in pittsburgh,flight,denver,,atlanta,,,,,,,,,,,pittsburgh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3882,what does iah mean,abbreviation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,iah,,,,,,,,,,,,,,,,,,,,,,
3883,i would like to fly from pittsburgh to atlanta on us air at the latest time possible in the evening,flight,pittsburgh,,atlanta,,,,evening,,,,,,,,,,,,us air,,,,,,,,,,,latest time possible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3884,show me all flights from toronto,flight,toronto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3885,i 'd like information on continental airlines flights from washington to philadelphia,flight,washington,,philadelphia,,,,,,,,,,,,,,,,continental airlines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3886,list daily flights from oakland to boston using delta airlines,flight,oakland,,boston,,,,,,,,,,,,,,,,delta airlines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,daily,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3887,show me all flights from philadelphia to boston on monday which serve a meal and arrive before noon,flight,philadelphia,,boston,noon,,monday,,,,,,,,,,,,,,before,,,,,,,,,,,,,meal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3888,what flights from pittsburgh to atlanta on wednesday morning serves breakfast,flight,pittsburgh,,atlanta,,,wednesday,morning,,,,,,,,,,,,,,,,,,,,,,,,,,,,breakfast,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3889,i want wednesday flights from atlanta to washington dc,flight,atlanta,,washington,,,wednesday,,,,,,,,,,,,,,,,,,,,,,,,,,,,dc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3890,what cities does continental service,city,,,,,,,,,,,,,,,,,,,continental,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3891,list all american airlines flights from phoenix to milwaukee on wednesday,flight,phoenix,,milwaukee,,,wednesday,,,,,,,,,,,,,american airlines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3892,what ground transportation is available in san francisco,ground_service,,,,,,,,,,,,,san francisco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3893,does us air fly from washington dc to denver,flight,washington,,denver,,,,,,,,,,,,,,,,us air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dc,,,,,,,,,,,,,,,,,,,,
3894,list the flights from denver to san francisco after 2 pm on a monday,flight,denver,2 pm,san francisco,,,monday,,,,,,,,,,after,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3895,show me all the flights on delta airlines and twa that go to atlanta in the morning,flight,,,atlanta,,,,morning,,,,,,,,,,,,delta airlines,,,,,,,,,,,,,,,,,,,twa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3896,i want to go from baltimore to san francisco with a stopover in denver,flight,baltimore,,san francisco,,,,,,,,,,,denver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3897,please give me the flights available from boston to pittsburgh on wednesday of next week,flight,boston,,pittsburgh,,,wednesday,,,,,,,,,,,,next,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3898,show me the flights from san francisco to dallas,flight,san francisco,,dallas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3899,what ground transportation is available in baltimore,ground_service,,,,,,,,,,,,,baltimore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3900,round trip houston to las vegas nonstop,flight,houston,,las vegas,,,,,,,round trip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nonstop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3901,show flights from denver into san francisco,flight,denver,,san francisco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3902,what are the flights from boston to san francisco,flight,boston,,san francisco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3903,sunday 's flights between tampa and charlotte,flight,tampa,,charlotte,,,sunday 's,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3904,show me flights from baltimore to dallas,flight,baltimore,,dallas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3905,what airlines fly from burbank to denver,airline,burbank,,denver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3906,list all flights from chicago to seattle on continental which depart on saturday and serve meals,flight,chicago,,seattle,,,saturday,,,,,,,,,,,,,continental,,,,,,,,,,,,,,meals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3907,list all flights leaving denver arriving in seattle on saturday that depart after 1230 pm,flight,denver,1230 pm,seattle,,,,,,,,,,,,,after,,,,,,,,,,,,,,,,,,,,,,,,,,saturday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3908,how do you get from the airport to downtown dallas please,flight,,,dallas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3909,please list the tuesday flights from atlanta to st. louis,flight,atlanta,,st. louis,,,tuesday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
